ID;Description
GO:0071559;response to transforming growth factor beta
GO:0071560;cellular response to transforming growth factor beta stimulus
GO:0036293;response to decreased oxygen levels
GO:0035149;lumen formation, open tracheal system
GO:0035168;larval lymph gland hemocyte differentiation
GO:0035285;appendage segmentation
GO:0036011;imaginal disc-derived leg segmentation
GO:1902806;regulation of cell cycle G1/S phase transition
GO:0006486;protein glycosylation
GO:0043413;macromolecule glycosylation
GO:0071417;cellular response to organonitrogen compound
GO:1901699;cellular response to nitrogen compound
GO:0030703;eggshell formation
GO:0030307;positive regulation of cell growth
GO:0099111;microtubule-based transport
GO:0014706;striated muscle tissue development
GO:0016318;ommatidial rotation
GO:0043954;cellular component maintenance
GO:0099172;presynapse organization
GO:0001707;mesoderm formation
GO:0046661;male sex differentiation
GO:0048872;homeostasis of number of cells
GO:0071456;cellular response to hypoxia
GO:0051293;establishment of spindle localization
GO:0051653;spindle localization
GO:1903688;positive regulation of border follicle cell migration
GO:0032446;protein modification by small protein conjugation
GO:0035070;salivary gland histolysis
GO:0050804;modulation of chemical synaptic transmission
GO:0099177;regulation of trans-synaptic signaling
GO:0007315;pole plasm assembly
GO:0070085;glycosylation
GO:0009161;ribonucleoside monophosphate metabolic process
GO:0007143;female meiotic nuclear division
GO:0010948;negative regulation of cell cycle process
GO:1905269;positive regulation of chromatin organization
GO:0006811;ion transport
GO:0048864;stem cell development
GO:2000045;regulation of G1/S transition of mitotic cell cycle
GO:0010243;response to organonitrogen compound
GO:1905952;regulation of lipid localization
GO:0060810;intracellular mRNA localization involved in pattern specification process
GO:0007304;chorion-containing eggshell formation
GO:0006887;exocytosis
GO:0043244;regulation of protein complex disassembly
GO:0098930;axonal transport
GO:1903034;regulation of response to wounding
GO:1901698;response to nitrogen compound
GO:0009123;nucleoside monophosphate metabolic process
GO:0071897;DNA biosynthetic process
GO:0043062;extracellular structure organization
GO:0010454;negative regulation of cell fate commitment
GO:0014019;neuroblast development
GO:0034333;adherens junction assembly
GO:0035331;negative regulation of hippo signaling
GO:1903036;positive regulation of response to wounding
GO:0010883;regulation of lipid storage
GO:0016334;establishment or maintenance of polarity of follicular epithelium
GO:0022407;regulation of cell-cell adhesion
GO:0033301;cell cycle comprising mitosis without cytokinesis
GO:0046666;retinal cell programmed cell death
GO:0032273;positive regulation of protein polymerization
GO:0046777;protein autophosphorylation
GO:0008543;fibroblast growth factor receptor signaling pathway
GO:0044344;cellular response to fibroblast growth factor stimulus
GO:0048867;stem cell fate determination
GO:0071407;cellular response to organic cyclic compound
GO:0071774;response to fibroblast growth factor
GO:0031667;response to nutrient levels
GO:0072553;terminal button organization
GO:0007530;sex determination
GO:0016325;oocyte microtubule cytoskeleton organization
GO:0035195;gene silencing by miRNA
GO:0010770;positive regulation of cell morphogenesis involved in differentiation
GO:0043628;ncRNA 3'-end processing
GO:0048332;mesoderm morphogenesis
GO:0071453;cellular response to oxygen levels
GO:0110116;regulation of compound eye photoreceptor cell differentiation
GO:1903684;regulation of border follicle cell migration
GO:0007265;Ras protein signal transduction
GO:0009126;purine nucleoside monophosphate metabolic process
GO:0009167;purine ribonucleoside monophosphate metabolic process
GO:0033206;meiotic cytokinesis
GO:0007390;germ-band shortening
GO:0007449;proximal/distal pattern formation, imaginal disc
GO:0030032;lamellipodium assembly
GO:0035287;head segmentation
GO:0097581;lamellipodium organization
GO:0030155;regulation of cell adhesion
GO:0045088;regulation of innate immune response
GO:0006354;DNA-templated transcription, elongation
GO:0050773;regulation of dendrite development
GO:0043065;positive regulation of apoptotic process
GO:0060968;regulation of gene silencing
GO:0007179;transforming growth factor beta receptor signaling pathway
GO:0007280;pole cell migration
GO:0034243;regulation of transcription elongation from RNA polymerase II promoter
GO:0042023;DNA endoreduplication
GO:0009991;response to extracellular stimulus
GO:0030162;regulation of proteolysis
GO:0045732;positive regulation of protein catabolic process
GO:0034401;chromatin organization involved in regulation of transcription
GO:0035162;embryonic hemopoiesis
GO:0060795;cell fate commitment involved in formation of primary germ layer
GO:0070868;heterochromatin organization involved in chromatin silencing
GO:0097549;chromatin organization involved in negative regulation of transcription
GO:0006368;transcription elongation from RNA polymerase II promoter
GO:0007264;small GTPase mediated signal transduction
GO:0009199;ribonucleoside triphosphate metabolic process
GO:0120192;tight junction assembly
GO:0120193;tight junction organization
GO:0007398;ectoderm development
GO:0032873;negative regulation of stress-activated MAPK cascade
GO:0040001;establishment of mitotic spindle localization
GO:0070303;negative regulation of stress-activated protein kinase signaling cascade
GO:0007112;male meiosis cytokinesis
GO:0016073;snRNA metabolic process
GO:0030838;positive regulation of actin filament polymerization
GO:0036294;cellular response to decreased oxygen levels
GO:0048814;regulation of dendrite morphogenesis
GO:0006413;translational initiation
GO:0019991;septate junction assembly
GO:0051983;regulation of chromosome segregation
GO:0009205;purine ribonucleoside triphosphate metabolic process
GO:0009259;ribonucleotide metabolic process
GO:0007613;memory
GO:0046034;ATP metabolic process
GO:0033045;regulation of sister chromatid segregation
GO:0051052;regulation of DNA metabolic process
GO:0008258;head involution
GO:0017148;negative regulation of translation
GO:0070507;regulation of microtubule cytoskeleton organization
GO:0072657;protein localization to membrane
GO:0009144;purine nucleoside triphosphate metabolic process
GO:0016567;protein ubiquitination
GO:0006281;DNA repair
GO:0042052;rhabdomere development
GO:0045793;positive regulation of cell size
GO:0070482;response to oxygen levels
GO:0051647;nucleus localization
GO:1901214;regulation of neuron death
GO:0034249;negative regulation of cellular amide metabolic process
GO:0019693;ribose phosphate metabolic process
GO:0030539;male genitalia development
GO:0009607;response to biotic stimulus
GO:0043207;response to external biotic stimulus
GO:0051707;response to other organism
GO:0006873;cellular ion homeostasis
GO:0016573;histone acetylation
GO:0060811;intracellular mRNA localization involved in anterior/posterior axis specification
GO:0016079;synaptic vesicle exocytosis
GO:0043473;pigmentation
GO:0042181;ketone biosynthetic process
GO:0061572;actin filament bundle organization
GO:0016199;axon midline choice point recognition
GO:0035186;syncytial blastoderm mitotic cell cycle
GO:0021782;glial cell development
GO:0048284;organelle fusion
GO:0007469;antennal development
GO:0042387;plasmatocyte differentiation
GO:0046329;negative regulation of JNK cascade
GO:0046667;compound eye retinal cell programmed cell death
GO:0071396;cellular response to lipid
GO:1902904;negative regulation of supramolecular fiber organization
GO:0002684;positive regulation of immune system process
GO:0016246;RNA interference
GO:0048134;germ-line cyst formation
GO:0050920;regulation of chemotaxis
GO:0006091;generation of precursor metabolites and energy
GO:0030003;cellular cation homeostasis
GO:0048512;circadian behavior
GO:0007465;R7 cell fate commitment
GO:0048102;autophagic cell death
GO:0071902;positive regulation of protein serine/threonine kinase activity
GO:0110111;negative regulation of animal organ morphogenesis
GO:0042594;response to starvation
GO:0050795;regulation of behavior
GO:0008587;imaginal disc-derived wing margin morphogenesis
GO:0061025;membrane fusion
GO:0030490;maturation of SSU-rRNA
GO:0045886;negative regulation of synaptic growth at neuromuscular junction
GO:1904397;negative regulation of neuromuscular junction development
GO:0051604;protein maturation
GO:0009141;nucleoside triphosphate metabolic process
GO:0019094;pole plasm mRNA localization
GO:0045747;positive regulation of Notch signaling pathway
GO:0030522;intracellular receptor signaling pathway
GO:0035019;somatic stem cell population maintenance
GO:0035293;chitin-based larval cuticle pattern formation
GO:0045010;actin nucleation
GO:1901879;regulation of protein depolymerization
GO:0009314;response to radiation
GO:0044837;actomyosin contractile ring organization
GO:0061136;regulation of proteasomal protein catabolic process
GO:0006475;internal protein amino acid acetylation
GO:0018393;internal peptidyl-lysine acetylation
GO:0018394;peptidyl-lysine acetylation
GO:0009150;purine ribonucleotide metabolic process
GO:0031047;gene silencing by RNA
GO:0051651;maintenance of location in cell
GO:1903320;regulation of protein modification by small protein conjugation or removal
GO:0007622;rhythmic behavior
GO:0007483;genital disc morphogenesis
GO:0034472;snRNA 3'-end processing
GO:0035223;leg disc pattern formation
GO:0046627;negative regulation of insulin receptor signaling pathway
GO:1900077;negative regulation of cellular response to insulin stimulus
GO:0007005;mitochondrion organization
GO:0007430;terminal branching, open tracheal system
GO:0032434;regulation of proteasomal ubiquitin-dependent protein catabolic process
GO:0051017;actin filament bundle assembly
GO:0045451;pole plasm oskar mRNA localization
GO:0007076;mitotic chromosome condensation
GO:0016180;snRNA processing
GO:0050772;positive regulation of axonogenesis
GO:0032147;activation of protein kinase activity
GO:0032507;maintenance of protein location in cell
GO:0051494;negative regulation of cytoskeleton organization
GO:0051964;negative regulation of synapse assembly
GO:1905809;negative regulation of synapse organization
GO:0007316;pole plasm RNA localization
GO:0014017;neuroblast fate commitment
GO:0035071;salivary gland cell autophagic cell death
GO:1902667;regulation of axon guidance
GO:0006893;Golgi to plasma membrane transport
GO:0120034;positive regulation of plasma membrane bounded cell projection assembly
GO:2000736;regulation of stem cell differentiation
GO:0071772;response to BMP
GO:0070997;neuron death
GO:0055082;cellular chemical homeostasis
GO:0061982;meiosis I cell cycle process
GO:0031669;cellular response to nutrient levels
GO:0050778;positive regulation of immune response
GO:0000075;cell cycle checkpoint
GO:0045055;regulated exocytosis
GO:1902600;proton transmembrane transport
GO:0006163;purine nucleotide metabolic process
GO:0071496;cellular response to external stimulus
GO:0060627;regulation of vesicle-mediated transport
GO:0048066;developmental pigmentation
GO:0016485;protein processing
GO:0017156;calcium ion regulated exocytosis
GO:0009100;glycoprotein metabolic process
GO:0010389;regulation of G2/M transition of mitotic cell cycle
GO:1902749;regulation of cell cycle G2/M phase transition
GO:0032103;positive regulation of response to external stimulus
GO:0034655;nucleobase-containing compound catabolic process
GO:0006906;vesicle fusion
GO:0043543;protein acylation
GO:0007283;spermatogenesis
GO:0000462;maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0043901;negative regulation of multi-organism process
GO:0030509;BMP signaling pathway
GO:0035264;multicellular organism growth
GO:0071773;cellular response to BMP stimulus
GO:0001710;mesodermal cell fate commitment
GO:0007307;eggshell chorion gene amplification
GO:0035112;genitalia morphogenesis
GO:0048015;phosphatidylinositol-mediated signaling
GO:0048017;inositol lipid-mediated signaling
GO:0048333;mesodermal cell differentiation
GO:0106030;neuron projection fasciculation
GO:0007526;larval somatic muscle development
GO:0031099;regeneration
GO:0046716;muscle cell cellular homeostasis
GO:0050821;protein stabilization
GO:1903530;regulation of secretion by cell
GO:0008045;motor neuron axon guidance
GO:0006952;defense response
GO:0007030;Golgi organization
GO:0000288;nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay
GO:0033157;regulation of intracellular protein transport
GO:0042337;cuticle development involved in chitin-based cuticle molting cycle
GO:0006277;DNA amplification
GO:0051491;positive regulation of filopodium assembly
GO:0061013;regulation of mRNA catabolic process
GO:0009117;nucleotide metabolic process
GO:1901615;organic hydroxy compound metabolic process
GO:0000912;assembly of actomyosin apparatus involved in cytokinesis
GO:0016198;axon choice point recognition
GO:0043405;regulation of MAP kinase activity
GO:0051098;regulation of binding
GO:0072384;organelle transport along microtubule
GO:1904580;regulation of intracellular mRNA localization
GO:0045456;ecdysteroid biosynthetic process
GO:0046622;positive regulation of organ growth
GO:0051646;mitochondrion localization
GO:0031668;cellular response to extracellular stimulus
GO:0090174;organelle membrane fusion
GO:0140029;exocytic process
GO:0140013;meiotic nuclear division
GO:0007349;cellularization
GO:0034250;positive regulation of cellular amide metabolic process
GO:0006888;ER to Golgi vesicle-mediated transport
GO:0033500;carbohydrate homeostasis
GO:1903362;regulation of cellular protein catabolic process
GO:0048278;vesicle docking
GO:0006473;protein acetylation
GO:0031503;protein-containing complex localization
GO:0042440;pigment metabolic process
GO:0006352;DNA-templated transcription, initiation
GO:0051046;regulation of secretion
GO:1901991;negative regulation of mitotic cell cycle phase transition
GO:0006753;nucleoside phosphate metabolic process
GO:0043410;positive regulation of MAPK cascade
GO:0009755;hormone-mediated signaling pathway
GO:0032886;regulation of microtubule-based process
GO:0055088;lipid homeostasis
GO:0050801;ion homeostasis
GO:0031396;regulation of protein ubiquitination
GO:0051222;positive regulation of protein transport
GO:0033047;regulation of mitotic sister chromatid segregation
GO:0098876;vesicle-mediated transport to the plasma membrane
GO:1901215;negative regulation of neuron death
GO:1901800;positive regulation of proteasomal protein catabolic process
GO:0008363;larval chitin-based cuticle development
GO:0032436;positive regulation of proteasomal ubiquitin-dependent protein catabolic process
GO:0000470;maturation of LSU-rRNA
GO:0007413;axonal fasciculation
GO:0036315;cellular response to sterol
GO:0048138;germ-line cyst encapsulation
GO:0071390;cellular response to ecdysone
GO:1901655;cellular response to ketone
GO:0000915;actomyosin contractile ring assembly
GO:0007400;neuroblast fate determination
GO:0051294;establishment of spindle orientation
GO:1902875;regulation of embryonic pattern specification
GO:0090287;regulation of cellular response to growth factor stimulus
GO:0043523;regulation of neuron apoptotic process
GO:0048135;female germ-line cyst formation
GO:0098728;germline stem cell asymmetric division
GO:0110110;positive regulation of animal organ morphogenesis
GO:0042593;glucose homeostasis
GO:2000058;regulation of ubiquitin-dependent protein catabolic process
GO:0031060;regulation of histone methylation
GO:0060260;regulation of transcription initiation from RNA polymerase II promoter
GO:2000142;regulation of DNA-templated transcription, initiation
GO:0030001;metal ion transport
GO:0007616;long-term memory
GO:0018209;peptidyl-serine modification
GO:1901988;negative regulation of cell cycle phase transition
GO:0019730;antimicrobial humoral response
GO:0015980;energy derivation by oxidation of organic compounds
GO:0038202;TORC1 signaling
GO:0042058;regulation of epidermal growth factor receptor signaling pathway
GO:1901184;regulation of ERBB signaling pathway
GO:1903050;regulation of proteolysis involved in cellular protein catabolic process
GO:0006694;steroid biosynthetic process
GO:0051090;regulation of DNA-binding transcription factor activity
GO:1904951;positive regulation of establishment of protein localization
GO:0046700;heterocycle catabolic process
GO:0010876;lipid localization
GO:0030198;extracellular matrix organization
GO:0034968;histone lysine methylation
GO:1901361;organic cyclic compound catabolic process
GO:0035006;melanization defense response
GO:0007300;ovarian nurse cell to oocyte transport
GO:1903432;regulation of TORC1 signaling
GO:0044270;cellular nitrogen compound catabolic process
GO:2001251;negative regulation of chromosome organization
GO:0097306;cellular response to alcohol
GO:0032006;regulation of TOR signaling
GO:0009267;cellular response to starvation
GO:0000086;G2/M transition of mitotic cell cycle
GO:0006119;oxidative phosphorylation
GO:0001737;establishment of imaginal disc-derived wing hair orientation
GO:0007317;regulation of pole plasm oskar mRNA localization
GO:0030516;regulation of axon extension
GO:0032874;positive regulation of stress-activated MAPK cascade
GO:0042045;epithelial fluid transport
GO:0060281;regulation of oocyte development
GO:0061387;regulation of extent of cell growth
GO:0070304;positive regulation of stress-activated protein kinase signaling cascade
GO:0070633;transepithelial transport
GO:2000331;regulation of terminal button organization
GO:0016571;histone methylation
GO:0031929;TOR signaling
GO:0045475;locomotor rhythm
GO:0016081;synaptic vesicle docking
GO:0046822;regulation of nucleocytoplasmic transport
GO:0030727;germarium-derived female germ-line cyst formation
GO:0031109;microtubule polymerization or depolymerization
GO:0018105;peptidyl-serine phosphorylation
GO:0072521;purine-containing compound metabolic process
GO:0046578;regulation of Ras protein signal transduction
GO:0006904;vesicle docking involved in exocytosis
GO:0007097;nuclear migration
GO:0031532;actin cytoskeleton reorganization
GO:0045862;positive regulation of proteolysis
GO:0051298;centrosome duplication
GO:0009615;response to virus
GO:0018022;peptidyl-lysine methylation
GO:0042752;regulation of circadian rhythm
GO:0030717;oocyte karyosome formation
GO:0045665;negative regulation of neuron differentiation
GO:0061988;karyosome formation
GO:0019439;aromatic compound catabolic process
GO:0007379;segment specification
GO:0031570;DNA integrity checkpoint
GO:0022900;electron transport chain
GO:0055086;nucleobase-containing small molecule metabolic process
GO:0098771;inorganic ion homeostasis
GO:0070838;divalent metal ion transport
GO:0072511;divalent inorganic cation transport
GO:0007593;chitin-based cuticle sclerotization
GO:0006816;calcium ion transport
GO:0070646;protein modification by small protein removal
GO:0098534;centriole assembly
GO:0002697;regulation of immune effector process
GO:0006342;chromatin silencing
GO:0045814;negative regulation of gene expression, epigenetic
GO:0006959;humoral immune response
GO:0035069;larval midgut histolysis
GO:0042044;fluid transport
GO:0002791;regulation of peptide secretion
GO:0031348;negative regulation of defense response
GO:1903364;positive regulation of cellular protein catabolic process
GO:0042180;cellular ketone metabolic process
GO:0002831;regulation of response to biotic stimulus
GO:0010817;regulation of hormone levels
GO:0055080;cation homeostasis
GO:0045089;positive regulation of innate immune response
GO:0007093;mitotic cell cycle checkpoint
GO:0008052;sensory organ boundary specification
GO:0010507;negative regulation of autophagy
GO:0033227;dsRNA transport
GO:0045500;sevenless signaling pathway
GO:0048070;regulation of developmental pigmentation
GO:0099174;regulation of presynapse organization
GO:0000212;meiotic spindle organization
GO:0015988;energy coupled proton transmembrane transport, against electrochemical gradient
GO:0022406;membrane docking
GO:0140056;organelle localization by membrane tethering
GO:0051047;positive regulation of secretion
GO:0033627;cell adhesion mediated by integrin
GO:0048580;regulation of post-embryonic development
GO:0051054;positive regulation of DNA metabolic process
GO:0051402;neuron apoptotic process
GO:0070983;dendrite guidance
GO:0097352;autophagosome maturation
GO:0045333;cellular respiration
GO:0006399;tRNA metabolic process
GO:0040014;regulation of multicellular organism growth
GO:0044839;cell cycle G2/M phase transition
GO:0051299;centrosome separation
GO:0000132;establishment of mitotic spindle orientation
GO:0007370;ventral furrow formation
GO:0007432;salivary gland boundary specification
GO:0018210;peptidyl-threonine modification
GO:0035002;liquid clearance, open tracheal system
GO:0048678;response to axon injury
GO:1903532;positive regulation of secretion by cell
GO:0010508;positive regulation of autophagy
GO:0050000;chromosome localization
GO:0007091;metaphase/anaphase transition of mitotic cell cycle
GO:0010965;regulation of mitotic sister chromatid separation
GO:0015991;ATP hydrolysis coupled proton transport
GO:0045727;positive regulation of translation
GO:0090662;ATP hydrolysis coupled transmembrane transport
GO:0099131;ATP hydrolysis coupled ion transmembrane transport
GO:0099132;ATP hydrolysis coupled cation transmembrane transport
GO:0006875;cellular metal ion homeostasis
GO:0000209;protein polyubiquitination
GO:0051306;mitotic sister chromatid separation
GO:0007099;centriole replication
GO:0031122;cytoplasmic microtubule organization
GO:0046390;ribose phosphate biosynthetic process
GO:0006405;RNA export from nucleus
GO:0051304;chromosome separation
GO:0070192;chromosome organization involved in meiotic cell cycle
GO:0007612;learning
GO:0031935;regulation of chromatin silencing
GO:0008345;larval locomotory behavior
GO:0031349;positive regulation of defense response
GO:0009260;ribonucleotide biosynthetic process
GO:0003015;heart process
GO:0006487;protein N-linked glycosylation
GO:0090307;mitotic spindle assembly
GO:1903052;positive regulation of proteolysis involved in cellular protein catabolic process
GO:0051607;defense response to virus
GO:0072583;clathrin-dependent endocytosis
GO:0051056;regulation of small GTPase mediated signal transduction
GO:0002764;immune response-regulating signaling pathway
GO:0007549;dosage compensation
GO:0016360;sensory organ precursor cell fate determination
GO:0046330;positive regulation of JNK cascade
GO:0046916;cellular transition metal ion homeostasis
GO:0060582;cell fate determination involved in pattern specification
GO:0000077;DNA damage checkpoint
GO:0006892;post-Golgi vesicle-mediated transport
GO:0044784;metaphase/anaphase transition of cell cycle
GO:1905818;regulation of chromosome separation
GO:0016476;regulation of embryonic cell shape
GO:2000060;positive regulation of ubiquitin-dependent protein catabolic process
GO:0048067;cuticle pigmentation
GO:0006023;aminoglycan biosynthetic process
GO:0045676;regulation of R7 cell differentiation
GO:0044092;negative regulation of molecular function
GO:0016197;endosomal transport
GO:0051168;nuclear export
GO:0010212;response to ionizing radiation
GO:0090501;RNA phosphodiester bond hydrolysis
GO:0048167;regulation of synaptic plasticity
GO:0072499;photoreceptor cell axon guidance
GO:1902115;regulation of organelle assembly
GO:0019637;organophosphate metabolic process
GO:0042775;mitochondrial ATP synthesis coupled electron transport
GO:0022904;respiratory electron transport chain
GO:0051188;cofactor biosynthetic process
GO:0050708;regulation of protein secretion
GO:0048085;adult chitin-containing cuticle pigmentation
GO:0048232;male gamete generation
GO:0030031;cell projection assembly
GO:0050777;negative regulation of immune response
GO:0018958;phenol-containing compound metabolic process
GO:0045455;ecdysteroid metabolic process
GO:0002775;antimicrobial peptide production
GO:0046660;female sex differentiation
GO:1903829;positive regulation of cellular protein localization
GO:0006479;protein methylation
GO:0008213;protein alkylation
GO:0032456;endocytic recycling
GO:0016051;carbohydrate biosynthetic process
GO:0015672;monovalent inorganic cation transport
GO:0002253;activation of immune response
GO:0006270;DNA replication initiation
GO:0031050;dsRNA processing
GO:0032007;negative regulation of TOR signaling
GO:0070918;production of small RNA involved in gene silencing by RNA
GO:0090101;negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway
GO:1900073;regulation of neuromuscular synaptic transmission
GO:0006120;mitochondrial electron transport, NADH to ubiquinone
GO:0042446;hormone biosynthetic process
GO:0002784;regulation of antimicrobial peptide production
GO:0006898;receptor-mediated endocytosis
GO:0000041;transition metal ion transport
GO:0000027;ribosomal large subunit assembly
GO:1902742;apoptotic process involved in development
GO:0042255;ribosome assembly
GO:0002440;production of molecular mediator of immune response
GO:0061844;antimicrobial humoral immune response mediated by antimicrobial peptide
GO:0031345;negative regulation of cell projection organization
GO:0032392;DNA geometric change
GO:0045292;mRNA cis splicing, via spliceosome
GO:0045785;positive regulation of cell adhesion
GO:0030510;regulation of BMP signaling pathway
GO:0008293;torso signaling pathway
GO:0045824;negative regulation of innate immune response
GO:0009156;ribonucleoside monophosphate biosynthetic process
GO:0002920;regulation of humoral immune response
GO:0071103;DNA conformation change
GO:0006493;protein O-linked glycosylation
GO:0030048;actin filament-based movement
GO:0002700;regulation of production of molecular mediator of immune response
GO:0003013;circulatory system process
GO:0008039;synaptic target recognition
GO:0046425;regulation of JAK-STAT cascade
GO:0051303;establishment of chromosome localization
GO:1904263;positive regulation of TORC1 signaling
GO:1904892;regulation of STAT cascade
GO:0032008;positive regulation of TOR signaling
GO:0030537;larval behavior
GO:0035096;larval midgut cell programmed cell death
GO:0019216;regulation of lipid metabolic process
GO:0051028;mRNA transport
GO:0051259;protein complex oligomerization
GO:0016321;female meiosis chromosome segregation
GO:0007018;microtubule-based movement
GO:0042773;ATP synthesis coupled electron transport
GO:0007033;vacuole organization
GO:0008202;steroid metabolic process
GO:0006611;protein export from nucleus
GO:0009124;nucleoside monophosphate biosynthetic process
GO:0002218;activation of innate immune response
GO:0051453;regulation of intracellular pH
GO:0090306;spindle assembly involved in meiosis
GO:0006302;double-strand break repair
GO:0045132;meiotic chromosome segregation
GO:0000422;autophagy of mitochondrion
GO:0042059;negative regulation of epidermal growth factor receptor signaling pathway
GO:0051568;histone H3-K4 methylation
GO:0061726;mitochondrion disassembly
GO:0070050;neuron cellular homeostasis
GO:1901185;negative regulation of ERBB signaling pathway
GO:0046165;alcohol biosynthetic process
GO:0002759;regulation of antimicrobial humoral response
GO:0002793;positive regulation of peptide secretion
GO:0044419;interspecies interaction between organisms
GO:0045792;negative regulation of cell size
GO:0009152;purine ribonucleotide biosynthetic process
GO:0006164;purine nucleotide biosynthetic process
GO:0070897;transcription preinitiation complex assembly
GO:1905268;negative regulation of chromatin organization
GO:0043044;ATP-dependent chromatin remodeling
GO:0009165;nucleotide biosynthetic process
GO:0097190;apoptotic signaling pathway
GO:0007259;JAK-STAT cascade
GO:0097696;STAT cascade
GO:0030534;adult behavior
GO:0071166;ribonucleoprotein complex localization
GO:0071426;ribonucleoprotein complex export from nucleus
GO:0007009;plasma membrane organization
GO:0032102;negative regulation of response to external stimulus
GO:0051348;negative regulation of transferase activity
GO:0090100;positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway
GO:0007156;homophilic cell adhesion via plasma membrane adhesion molecules
GO:0034754;cellular hormone metabolic process
GO:0072522;purine-containing compound biosynthetic process
GO:0090150;establishment of protein localization to membrane
GO:0009416;response to light stimulus
GO:0006582;melanin metabolic process
GO:0022404;molting cycle process
GO:0006605;protein targeting
GO:1901293;nucleoside phosphate biosynthetic process
GO:0016482;cytosolic transport
GO:0008610;lipid biosynthetic process
GO:0009127;purine nucleoside monophosphate biosynthetic process
GO:0009168;purine ribonucleoside monophosphate biosynthetic process
GO:0006885;regulation of pH
GO:0009312;oligosaccharide biosynthetic process
GO:0030641;regulation of cellular pH
GO:0051310;metaphase plate congression
GO:0006457;protein folding
GO:0042391;regulation of membrane potential
GO:0051336;regulation of hydrolase activity
GO:0016579;protein deubiquitination
GO:0009408;response to heat
GO:0035010;encapsulation of foreign target
GO:0007062;sister chromatid cohesion
GO:0051123;RNA polymerase II preinitiation complex assembly
GO:0071684;organism emergence from protective structure
GO:0030431;sleep
GO:0070371;ERK1 and ERK2 cascade
GO:0006082;organic acid metabolic process
GO:0051345;positive regulation of hydrolase activity
GO:0006997;nucleus organization
GO:0007354;zygotic determination of anterior/posterior axis, embryo
GO:0007614;short-term memory
GO:0016241;regulation of macroautophagy
GO:0031110;regulation of microtubule polymerization or depolymerization
GO:0048520;positive regulation of behavior
GO:0008063;Toll signaling pathway
GO:0000245;spliceosomal complex assembly
GO:0002221;pattern recognition receptor signaling pathway
GO:0002757;immune response-activating signal transduction
GO:0002758;innate immune response-activating signal transduction
GO:0030166;proteoglycan biosynthetic process
GO:0032388;positive regulation of intracellular transport
GO:0043967;histone H4 acetylation
GO:0045834;positive regulation of lipid metabolic process
GO:1903008;organelle disassembly
GO:0030004;cellular monovalent inorganic cation homeostasis
GO:0006732;coenzyme metabolic process
GO:0002777;antimicrobial peptide biosynthetic process
GO:0002805;regulation of antimicrobial peptide biosynthetic process
GO:0055076;transition metal ion homeostasis
GO:0030100;regulation of endocytosis
GO:0010499;proteasomal ubiquitin-independent protein catabolic process
GO:0090288;negative regulation of cellular response to growth factor stimulus
GO:0005975;carbohydrate metabolic process
GO:0009108;coenzyme biosynthetic process
GO:0008355;olfactory learning
GO:0009311;oligosaccharide metabolic process
GO:1905037;autophagosome organization
GO:0044774;mitotic DNA integrity checkpoint
GO:0008306;associative learning
GO:0009201;ribonucleoside triphosphate biosynthetic process
GO:0032259;methylation
GO:0043414;macromolecule methylation
GO:0055065;metal ion homeostasis
GO:0043436;oxoacid metabolic process
GO:1905330;regulation of morphogenesis of an epithelium
GO:0042445;hormone metabolic process
GO:0000724;double-strand break repair via homologous recombination
GO:0000725;recombinational repair
GO:0000045;autophagosome assembly
GO:0030071;regulation of mitotic metaphase/anaphase transition
GO:0016125;sterol metabolic process
GO:0009145;purine nucleoside triphosphate biosynthetic process
GO:0009206;purine ribonucleoside triphosphate biosynthetic process
GO:0007277;pole cell development
GO:0006029;proteoglycan metabolic process
GO:0008362;chitin-based embryonic cuticle biosynthetic process
GO:0045047;protein targeting to ER
GO:0050954;sensory perception of mechanical stimulus
GO:0044057;regulation of system process
GO:0046579;positive regulation of Ras protein signal transduction
GO:0051057;positive regulation of small GTPase mediated signal transduction
GO:0000959;mitochondrial RNA metabolic process
GO:0051668;localization within membrane
GO:0044283;small molecule biosynthetic process
GO:0006066;alcohol metabolic process
GO:0009142;nucleoside triphosphate biosynthetic process
GO:1902099;regulation of metaphase/anaphase transition of cell cycle
GO:0010324;membrane invagination
GO:0033673;negative regulation of kinase activity
GO:0099024;plasma membrane invagination
GO:0006754;ATP biosynthetic process
GO:0007291;sperm individualization
GO:0009266;response to temperature stimulus
GO:0051186;cofactor metabolic process
GO:0071824;protein-DNA complex subunit organization
GO:0120031;plasma membrane bounded cell projection assembly
GO:0003012;muscle system process
GO:0043086;negative regulation of catalytic activity
GO:0003382;epithelial cell morphogenesis
GO:0044773;mitotic DNA damage checkpoint
GO:0072599;establishment of protein localization to endoplasmic reticulum
GO:1902652;secondary alcohol metabolic process
GO:0009629;response to gravity
GO:0018212;peptidyl-tyrosine modification
GO:0042332;gravitaxis
GO:0043279;response to alkaloid
GO:0070972;protein localization to endoplasmic reticulum
GO:0097193;intrinsic apoptotic signaling pathway
GO:2001020;regulation of response to DNA damage stimulus
GO:0006275;regulation of DNA replication
GO:0060047;heart contraction
GO:0006909;phagocytosis
