protein1,protein2,combined_score
YLR409C,YBL072C,0.98
YLR409C,YJL050W,0.9
YLR409C,YEL026W,0.98
YLR409C,YDR025W,0.98
YLR409C,YNL224C,0.9
YLR409C,YHR148W,0.98
YLR409C,YDR324C,0.9959
YLR409C,YER082C,0.9959
YLR409C,YDL148C,0.9803000000000001
YLR409C,YML026C,0.8
YLR409C,YBR189W,0.9
YLR409C,YBL004W,0.9808
YLR409C,YIL019W,0.851
YLR409C,YOR272W,0.9
YLR409C,YPR137W,0.98
YLR409C,YCL059C,0.9909
YLR409C,YHR203C,0.98
YLR409C,YGR103W,0.9
YLR409C,YOR001W,0.906
YLR409C,YPR112C,0.9291
YLR409C,YGR195W,0.9
YLR409C,YLL011W,0.98
YLR409C,YGR081C,0.9
YLR409C,YOR145C,0.98
YLR409C,YNL232W,0.9
YLR409C,YNL132W,0.9807
YLR409C,YLR441C,0.98
YLR410W,YGR017W,0.606
YLR410W,YDR017C,0.9536
YLR410W,YLR175W,0.723
YLR410W,YDR315C,0.9192
YLR410W,YKR048C,0.778
YLR410W,YGR159C,0.723
YLR410W,YML069W,0.627
YLR410W,YOR163W,0.9
YLR410W,YDR507C,0.588
YLR410W,YEL012W,0.662
YLR410W,YLR196W,0.765
YLR410W,YDL174C,0.632
YLR411W,YBR126C,0.595
YLR413W,YKL130C,0.796
YLR413W,YOR142W,0.614
YLR413W,YML072C,0.706
YLR413W,YOR324C,0.787
YLR417W,YPL002C,0.9959
YLR417W,YCR105W,0.662
YLR417W,YKL002W,0.9297
YLR417W,YPL154C,0.581
YLR417W,YKL048C,0.581
YLR417W,YKR001C,0.585
YLR417W,YCL008C,0.9581
YLR417W,YLR119W,0.9358
YLR417W,YOR332W,0.56
YLR417W,YLR025W,0.9585
YLR417W,YHL002W,0.72
YLR417W,YKL041W,0.9063
YLR417W,YPL065W,0.9912
YLR417W,YLL039C,0.581
YLR417W,YNR006W,0.8446
YLR417W,YMR077C,0.9808
YLR417W,YJR102C,0.9959
YLR417W,YGR206W,0.9581
YLR418C,YGL222C,0.598
YLR418C,YGL019W,0.608
YLR418C,YGL244W,0.94624
YLR418C,YOR061W,0.626
YLR418C,YGR005C,0.581
YLR418C,YGR116W,0.581
YLR418C,YOL145C,0.94624
YLR418C,YIL035C,0.634
YLR418C,YKL088W,0.628
YLR418C,YHR066W,0.623
YLR418C,YOR039W,0.606
YLR418C,YBR279W,0.94624
YLR418C,YOR123C,0.94624
YLR418C,YGL207W,0.808
YLR418C,YML069W,0.808
YLR418C,YAL021C,0.808
YLR418C,YNL251C,0.536
YLR418C,YPR124W,0.585
YLR419W,YER151C,0.651
YLR419W,YGL073W,0.662
YLR419W,YJL194W,0.662
YLR420W,YJL130C,0.9
YLR420W,YKL216W,0.9
YLR420W,YBR227C,0.647
YLR420W,YDL236W,0.706
YLR421C,YJL001W,0.98
YLR421C,YML092C,0.98
YLR421C,YOR261C,0.9929
YLR421C,YHR027C,0.9913
YLR421C,YER021W,0.9917
YLR421C,YGL048C,0.9851
YLR421C,YFR010W,0.97284
YLR421C,YPR103W,0.944
YLR421C,YER094C,0.944
YLR421C,YOR117W,0.9918
YLR421C,YFR052W,0.9919
YLR421C,YIL149C,0.583
YLR421C,YDL147W,0.9944
YLR421C,YFL007W,0.9607
YLR421C,YGL011C,0.944
YLR421C,YPR108W,0.993
YLR421C,YDR363W-A,0.9914000000000001
YLR421C,YDL007W,0.9921
YLR421C,YIL007C,0.54
YLR421C,YDR427W,0.9921
YLR421C,YOL038W,0.98
YLR421C,YDR394W,0.9862
YLR421C,YGR135W,0.98
YLR421C,YGR253C,0.98
YLR421C,YOR157C,0.98
YLR421C,YHR200W,0.9928
YLR421C,YMR314W,0.98
YLR421C,YER012W,0.95856
YLR421C,YIL075C,0.9916
YLR421C,YKL145W,0.9914000000000001
YLR421C,YDL097C,0.9941
YLR421C,YOR362C,0.98
YLR421C,YOR259C,0.992
YLR421C,YBL041W,0.944
YLR421C,YFR050C,0.98
YLR421C,YFR004W,0.986
YLR422W,YDL230W,0.9
YLR422W,YLR229C,0.9
YLR422W,YDR518W,0.9
YLR422W,YGL137W,0.517
YLR422W,YPL154C,0.9
YLR422W,YHR205W,0.581
YLR422W,YDR371W,0.9
YLR422W,YNL287W,0.555
YLR422W,YLR351C,0.9
YLR422W,YCL043C,0.9
YLR422W,YOR367W,0.9
YLR422W,YFL005W,0.9
YLR422W,YEL029C,0.9
YLR422W,YPL111W,0.9
YLR422W,YLR347C,0.9
YLR422W,YIL160C,0.9
YLR422W,YFR018C,0.9
YLR422W,YNR027W,0.9
YLR423C,YBR197C,0.662
YLR423C,YDR320C,0.808
YLR423C,YCR068W,0.808
YLR423C,YPR049C,0.91168
YLR423C,YLR108C,0.781
YLR423C,YDR022C,0.9324
YLR423C,YJR100C,0.585
YLR423C,YCL038C,0.694
YLR423C,YJR156C,0.651
YLR423C,YDR084C,0.808
YLR423C,YPL100W,0.744
YLR423C,YLR346C,0.662
YLR423C,YJL041W,0.615
YLR423C,YNL128W,0.694
YLR423C,YDL149W,0.9072
YLR423C,YGR086C,0.664
YLR423C,YLR431C,0.694
YLR423C,YDR122W,0.808
YLR423C,YMR159C,0.808
YLR423C,YPL120W,0.728
YLR423C,YPL166W,0.9616
YLR423C,YGL180W,0.94624
YLR423C,YPR185W,0.9388
YLR423C,YBR217W,0.694
YLR423C,YGR120C,0.781
YLR424W,YKL173W,0.634
YLR424W,YLR117C,0.9808
YLR424W,YGL128C,0.662
YLR424W,YLR022C,0.581
YLR424W,YDL209C,0.626
YLR424W,YKR022C,0.9738
YLR424W,YDR416W,0.9348
YLR424W,YPL151C,0.614
YLR424W,YLR265C,0.536
YLR424W,YGR129W,0.9348
YLR424W,YKL095W,0.7
YLR424W,YPL178W,0.583
YLR424W,YOR316C,0.675
YLR424W,YFL017W-A,0.565
YLR424W,YPR182W,0.644
YLR424W,YER029C,0.744
YLR424W,YJR050W,0.9348
YLR424W,YHR165C,0.61
YLR424W,YGL090W,0.536
YLR424W,YAL032C,0.9138000000000001
YLR424W,YGL120C,0.94624
YLR424W,YPL213W,0.722
YLR425W,YPL066W,0.808
YLR425W,YDL203C,0.738
YLR425W,YPR165W,0.8678
YLR425W,YLR371W,0.56
YLR425W,YKL127W,0.721
YLR425W,YBR160W,0.56
YLR425W,YBR011C,0.672
YLR425W,YPL256C,0.56
YLR425W,YDR135C,0.581
YLR426W,YOR374W,0.662
YLR426W,YBR017C,0.662
YLR429W,YIL129C,0.612
YLR429W,YFL039C,0.56
YLR429W,YPL083C,0.631
YLR429W,YLL050C,0.536
YLR429W,YJR065C,0.56
YLR429W,YNL108C,0.631
YLR429W,YDL058W,0.612
YLR429W,YBR143C,0.596
YLR429W,YLR386W,0.631
YLR429W,YBL007C,0.536
YLR429W,YPR125W,0.612
YLR429W,YDL029W,0.585
YLR429W,YNR035C,0.585
YLR430W,YMR201C,0.9
YLR430W,YJL092W,0.581
YLR430W,YDL132W,0.9056000000000001
YLR430W,YML032C,0.581
YLR430W,YMR224C,0.581
YLR430W,YNL262W,0.9063
YLR430W,YPR175W,0.9
YLR430W,YDR311W,0.9
YLR430W,YHR143W-A,0.9
YLR430W,YML049C,0.9
YLR430W,YJR035W,0.9
YLR430W,YLR399C,0.9093
YLR430W,YKL216W,0.581
YLR430W,YAR007C,0.9
YLR430W,YJR068W,0.9
YLR430W,YBR088C,0.9
YLR430W,YML078W,0.9
YLR430W,YOR346W,0.9
YLR430W,YOR207C,0.9
YLR430W,YMR190C,0.581
YLR430W,YGL070C,0.9
YLR430W,YOL094C,0.9
YLR430W,YDL070W,0.9
YLR430W,YDR030C,0.9
YLR430W,YBL021C,0.9
YLR430W,YJR050W,0.9
YLR430W,YDL164C,0.9
YLR430W,YLL039C,0.9
YLR430W,YDL108W,0.9
YLR430W,YNL031C,0.536
YLR430W,YOL133W,0.9
YLR430W,YDR386W,0.581
YLR430W,YGL043W,0.9
YLR430W,YOR217W,0.9099
YLR430W,YPR025C,0.9
YLR430W,YMR304W,0.9
YLR430W,YPR056W,0.9
YLR430W,YOR224C,0.9143
YLR430W,YOL005C,0.908
YLR430W,YBR279W,0.662
YLR430W,YIL021W,0.9
YLR430W,YER171W,0.9
YLR430W,YDL140C,0.9585
YLR430W,YLR167W,0.9
YLR430W,YGR258C,0.9585
YLR430W,YNL290W,0.9
YLR430W,YDR155C,0.9
YLR430W,YJL140W,0.9
YLR430W,YKR094C,0.9
YLR430W,YNL312W,0.9
YLR430W,YDR416W,0.9
YLR430W,YDR460W,0.9
YLR430W,YPL190C,0.9662000000000001
YLR430W,YGL162W,0.565
YLR430W,YBR009C,0.536
YLR430W,YMR125W,0.565
YLR430W,YML095C,0.9
YLR430W,YNL075W,0.595
YLR430W,YLR109W,0.581
YLR430W,YPL178W,0.808
YLR430W,YNL251C,0.9696
YLR430W,YPR178W,0.9058
YLR430W,YIL143C,0.9
YLR430W,YLR005W,0.9
YLR430W,YPR161C,0.609
YLR430W,YBR087W,0.9
YLR430W,YDR404C,0.9
YLR430W,YBR154C,0.9
YLR430W,YPL122C,0.9
YLR430W,YOR358W,0.9
YLR430W,YPL022W,0.9126000000000001
YLR430W,YOR210W,0.9056000000000001
YLR430W,YJR052W,0.585
YLR430W,YMR041C,0.633
YLR430W,YPR187W,0.9
YLR430W,YMR239C,0.585
YLR430W,YNL250W,0.581
YLR431C,YLR423C,0.694
YLR431C,YHR171W,0.784
YLR431C,YCR068W,0.744
YLR431C,YLL042C,0.787
YLR431C,YBR128C,0.74
YLR431C,YIL146C,0.694
YLR431C,YNL223W,0.787
YLR431C,YDL113C,0.694
YLR431C,YDL149W,0.9562
YLR431C,YGL215W,0.694
YLR431C,YPL120W,0.694
YLR431C,YJL178C,0.9574
YLR431C,YBR131W,0.731
YLR431C,YPL149W,0.694
YLR431C,YJL036W,0.694
YLR431C,YPL166W,0.694
YLR431C,YOL001W,0.694
YLR431C,YFR021W,0.744
YLR431C,YGL180W,0.808
YLR431C,YNR007C,0.787
YLR431C,YDR028C,0.694
YLR431C,YPR185W,0.808
YLR432W,YHR216W,0.9518
YLR432W,YOR155C,0.9
YLR432W,YLR315W,0.808
YLR432W,YLR028C,0.9
YLR432W,YML056C,0.9616
YLR432W,YAR075W,0.585
YLR432W,YOR360C,0.585
YLR432W,YMR217W,0.9
YLR432W,YJR069C,0.9
YLR432W,YGR062C,0.657
YLR432W,YML035C,0.9
YLR432W,YBR119W,0.683
YLR432W,YAR073W,0.642
YLR432W,YDR399W,0.9
YLR432W,YHR086W,0.808
YLR432W,YER005W,0.9
YLR432W,YJL050W,0.778
YLR432W,YMR120C,0.9
YLR432W,YNL220W,0.9
YLR433C,YNL047C,0.56
YLR433C,YAL009W,0.72
YLR433C,YOR047C,0.536
YLR433C,YLR342W,0.581
YLR433C,YMR186W,0.56
YLR433C,YKL159C,0.56
YLR433C,YBL105C,0.581
YLR433C,YER133W,0.9
YLR433C,YLR399C,0.56
YLR433C,YGL190C,0.9
YLR433C,YHR004C,0.72
YLR433C,YHR030C,0.581
YLR433C,YDR130C,0.72
YLR433C,YPL152W,0.9
YLR433C,YDR075W,0.9
YLR433C,YAL016W,0.9
YLR433C,YBR109C,0.9536
YLR433C,YOR178C,0.9
YLR433C,YKR075C,0.54
YLR433C,YLR273C,0.72
YLR433C,YOR014W,0.53728
YLR433C,YKL193C,0.9
YLR433C,YBL046W,0.9
YLR433C,YML006C,0.585
YLR433C,YNL201C,0.9
YLR433C,YBR050C,0.72
YLR433C,YIL153W,0.54
YLR433C,YPL240C,0.56
YLR433C,YFR003C,0.54
YLR433C,YBR045C,0.72
YLR433C,YDR477W,0.585
YLR433C,YDR184C,0.581
YLR433C,YDL134C,0.9
YLR433C,YKL190W,0.9662000000000001
YLR433C,YOR062C,0.54
YLR433C,YOR324C,0.56
YLR433C,YMR311C,0.54
YLR433C,YER054C,0.72
YLR433C,YML057W,0.9726
YLR433C,YDR028C,0.9
YLR433C,YIL105C,0.56
YLR433C,YDL047W,0.9
YLR435W,YLR383W,0.637
YLR435W,YNL207W,0.653
YLR435W,YGL189C,0.808
YLR436C,YDR538W,0.662
YLR436C,YEL031W,0.624
YLR436C,YBL048W,0.662
YLR436C,YJL128C,0.56
YLR436C,YCL047C,0.662
YLR436C,YMR304W,0.787
YLR437C,YJL026W,0.581
YLR437C,YGR180C,0.581
YLR437C,YDL101C,0.581
YLR437C,YGL016W,0.56
YLR437C,YBR136W,0.581
YLR437C,YOR230W,0.581
YLR437C,YML058W,0.581
YLR438C-A,YMR268C,0.9959
YLR438C-A,YKL173W,0.9959
YLR438C-A,YOR159C,0.9912
YLR438C-A,YBL026W,0.9959
YLR438C-A,YDL013W,0.787
YLR438C-A,YCR066W,0.787
YLR438C-A,YMR080C,0.642
YLR438C-A,YHR034C,0.76004
YLR438C-A,YOL139C,0.706
YLR438C-A,YLR197W,0.72
YLR438C-A,YLR117C,0.91168
YLR438C-A,YGR075C,0.9918
YLR438C-A,YPR072W,0.66
YLR438C-A,YML049C,0.849
YLR438C-A,YOR310C,0.72
YLR438C-A,YPR094W,0.908
YLR438C-A,YER146W,0.9959
YLR438C-A,YDL043C,0.851
YLR438C-A,YHR089C,0.72
YLR438C-A,YNL282W,0.72
YLR438C-A,YLR145W,0.72
YLR438C-A,YPL151C,0.54
YLR438C-A,YJR138W,0.735
YLR438C-A,YAL033W,0.72
YLR438C-A,YLR175W,0.72
YLR438C-A,YDR378C,0.9959
YLR438C-A,YNL221C,0.72
YLR438C-A,YIR009W,0.8
YLR438C-A,YCR077C,0.9959
YLR438C-A,YBR257W,0.72
YLR438C-A,YER172C,0.9959
YLR438C-A,YJR022W,0.9959
YLR438C-A,YHR062C,0.72
YLR438C-A,YMR240C,0.96228
YLR438C-A,YJL203W,0.917
YLR438C-A,YIL061C,0.54
YLR438C-A,YPR080W,0.706
YLR438C-A,YJL124C,0.9959
YLR438C-A,YDL098C,0.9918
YLR438C-A,YAL021C,0.66
YLR438C-A,YGR091W,0.9959
YLR438C-A,YDR012W,0.642
YLR438C-A,YEL015W,0.585
YLR438C-A,YFL017C,0.642
YLR438C-A,YPR178W,0.9959
YLR438C-A,YLR147C,0.9846
YLR438C-A,YBR031W,0.642
YLR438C-A,YBR055C,0.9954
YLR438C-A,YLR275W,0.9925
YLR438C-A,YGR006W,0.9143
YLR438C-A,YMR288W,0.851
YLR438C-A,YNL138W-A,0.908
YLR438C-A,YDL014W,0.76004
YLR438C-A,YNL147W,0.9959
YLR438C-A,YFL017W-A,0.98
YLR438C-A,YNL118C,0.585
YLR438C-A,YOR046C,0.599
YLR438C-A,YER127W,0.72
YLR438C-A,YGR054W,0.65
YLR438C-A,YEL026W,0.98
YLR438C-A,YPR182W,0.9884000000000001
YLR438C-A,YER029C,0.9959
YLR438C-A,YDL208W,0.72
YLR438C-A,YOL149W,0.599
YLR438C-A,YGR030C,0.72
YLR438C-A,YGR074W,0.98
YLR438C-A,YPR082C,0.9925
YLR438C-A,YKL188C,0.727
YLR438C-A,YPR137W,0.72
YLR438C-A,YHR165C,0.9959
YLR438C-A,YIR005W,0.60578
YLR438C-A,YDR473C,0.9959
YLR438C-A,YDL160C,0.642
YLR438C-A,YBR167C,0.73596
YLR438C-A,YHR072W-A,0.72
YLR438C-A,YOR308C,0.9959
YLR438C-A,YDR334W,0.771
YLR438C-A,YBL018C,0.72
YLR438C-A,YPL084W,0.787
YLR438C-A,YER112W,0.9959
YLR438C-A,YDL030W,0.907
YLR438C-A,YOR319W,0.8
YLR438C-A,YDR478W,0.72
YLR438C-A,YGL173C,0.808
YLR438C-A,YBR152W,0.98
YLR438C-A,YPL213W,0.899
YLR438W,YHR037W,0.9
YLR438W,YJL088W,0.9
YLR438W,YLR328W,0.55
YLR438W,YDR300C,0.9581
YLR438W,YPL111W,0.9
YLR438W,YHR033W,0.9
YLR438W,YKL184W,0.9
YLR438W,YOR348C,0.603
YLR438W,YGR010W,0.55
YLR438W,YOR323C,0.9581
YLR439W,YBR122C,0.8
YLR439W,YOR150W,0.8
YLR439W,YHL004W,0.8
YLR439W,YJR101W,0.8
YLR439W,YDR175C,0.8
YLR439W,YPL173W,0.859
YLR439W,YPR166C,0.8
YLR439W,YER050C,0.8
YLR439W,YBL090W,0.8
YLR439W,YHR059W,0.8
YLR439W,YGR076C,0.859
YLR439W,YCR071C,0.928
YLR439W,YNL177C,0.912
YLR439W,YBL038W,0.92
YLR439W,YNL284C,0.927
YLR439W,YNR037C,0.8
YLR439W,YML025C,0.921
YLR439W,YDR347W,0.8
YLR439W,YDR115W,0.8
YLR439W,YDR405W,0.929
YLR439W,YPR100W,0.8
YLR439W,YGL129C,0.8
YLR439W,YPL013C,0.8
YLR439W,YMR286W,0.8
YLR439W,YMR193W,0.8
YLR439W,YHR147C,0.8
YLR439W,YNL137C,0.8
YLR439W,YBR146W,0.8
YLR439W,YDR494W,0.8
YLR439W,YKL003C,0.8
YLR439W,YBR251W,0.8
YLR439W,Q0140,0.8
YLR439W,YGR091W,0.565
YLR439W,YNR036C,0.8
YLR439W,YPL215W,0.581
YLR439W,YDR337W,0.8
YLR439W,YDR322W,0.8
YLR439W,YKR006C,0.853
YLR439W,YBL045C,0.632
YLR439W,YJL063C,0.8
YLR439W,YDR237W,0.8
YLR439W,YCR046C,0.924
YLR439W,YNR022C,0.8
YLR439W,YGR165W,0.8
YLR439W,YNL252C,0.8
YLR439W,YNL081C,0.8
YLR439W,YGR084C,0.8
YLR439W,YKL170W,0.8
YLR439W,YNL306W,0.8
YLR439W,YML009C,0.8
YLR439W,YDR462W,0.8
YLR439W,YKL138C,0.8
YLR439W,YEL050C,0.8
YLR439W,YNL122C,0.8
YLR439W,YNL005C,0.8
YLR439W,YJL096W,0.8
YLR439W,YDL045W-A,0.8
YLR439W,YBR282W,0.859
YLR439W,YGR215W,0.8
YLR439W,YBR185C,0.581
YLR439W,YMR158W,0.8
YLR439W,YDR041W,0.8
YLR439W,YMR188C,0.8
YLR439W,YCR003W,0.8
YLR439W,YDR296W,0.923
YLR439W,YJR113C,0.8
YLR439W,YLR312W-A,0.8
YLR439W,YOR158W,0.8
YLR439W,YKR085C,0.8
YLR439W,YNL185C,0.62
YLR439W,YPL118W,0.8
YLR439W,YDR036C,0.8
YLR439W,YMR024W,0.8
YLR439W,YGR220C,0.918
YLR439W,YIL093C,0.8
YLR439W,YPL183W-A,0.8
YLR440C,YGL145W,0.9727
YLR440C,YGL098W,0.704
YLR440C,YDR498C,0.808
YLR440C,YNL258C,0.9808
YLR440C,YOL047C,0.585
YLR440C,YBR067C,0.702
YLR440C,YKL196C,0.628
YLR440C,YOR075W,0.743
YLR441C,YPL266W,0.9
YLR441C,YDR091C,0.859
YLR441C,YDL075W,0.98
YLR441C,YBR048W,0.9832
YLR441C,YBR181C,0.9821
YLR441C,YPR041W,0.9
YLR441C,YJL069C,0.98
YLR441C,YGL019W,0.9
YLR441C,YPR102C,0.98
YLR441C,YMR290C,0.9
YLR441C,YER074W,0.98
YLR441C,YMR121C,0.9
YLR441C,YJR145C,0.98
YLR441C,YOL139C,0.9
YLR441C,YML063W,0.9808
YLR441C,YGR085C,0.98
YLR441C,YHR021C,0.9
YLR441C,YOR061W,0.9
YLR441C,YJL191W,0.98
YLR441C,YER131W,0.98
YLR441C,YPR189W,0.8
YLR441C,YLR150W,0.8
YLR441C,YGL030W,0.98
YLR441C,YPL249C-A,0.9
YLR441C,YLL045C,0.9
YLR441C,YBR247C,0.98
YLR441C,YPL079W,0.9
YLR441C,YGL123W,0.98
YLR441C,YGL213C,0.8
YLR441C,YOR261C,0.906
YLR441C,YFL034C-A,0.9
YLR441C,YIL035C,0.9074
YLR441C,YLR333C,0.9
YLR441C,YLR398C,0.8
YLR441C,YER102W,0.98
YLR441C,YLR175W,0.9081
YLR441C,YDR021W,0.9
YLR441C,YGR148C,0.9
YLR441C,YDR447C,0.98
YLR441C,YMR229C,0.98
YLR441C,YPL217C,0.98
YLR441C,YDL184C,0.8
YLR441C,YML024W,0.98
YLR441C,YDR500C,0.9
YLR441C,YLR186W,0.98
YLR441C,YOL040C,0.98
YLR441C,YMR230W,0.9
YLR441C,YLR340W,0.98
YLR441C,YHR141C,0.98
YLR441C,YEL054C,0.8
YLR441C,YGL031C,0.8
YLR441C,YMR093W,0.9
YLR441C,YKL156W,0.98
YLR441C,YDR429C,0.9
YLR441C,YDR012W,0.9
YLR441C,YGR251W,0.9
YLR441C,YNL207W,0.809
YLR441C,YFR031C-A,0.98
YLR441C,YIL018W,0.8
YLR441C,YHR196W,0.9599
YLR441C,YDL082W,0.98
YLR441C,YGR027C,0.98
YLR441C,YLR048W,0.9
YLR441C,YMR143W,0.9832
YLR441C,YJR066W,0.9
YLR441C,YNL096C,0.9
YLR441C,YGR090W,0.98
YLR441C,YJL109C,0.985
YLR441C,YGR128C,0.9
YLR441C,YDL213C,0.9
YLR441C,YGR034W,0.9
YLR441C,YOR133W,0.8
YLR441C,YGR162W,0.9057000000000001
YLR441C,YKL006W,0.98
YLR441C,YDL083C,0.98
YLR441C,YDR450W,0.98
YLR441C,YJL177W,0.9
YLR441C,YLR075W,0.98
YLR441C,YGR054W,0.9
YLR441C,YPL131W,0.98
YLR441C,YKL143W,0.865
YLR441C,YJR007W,0.9
YLR441C,YLR388W,0.98
YLR441C,YGL135W,0.98
YLR441C,YOR287C,0.9
YLR441C,YOR206W,0.72
YLR441C,YCL031C,0.98
YLR441C,YPR132W,0.98
YLR441C,YJL190C,0.98
YLR441C,YOR039W,0.906
YLR441C,YFR032C-A,0.98
YLR441C,YMR116C,0.98
YLR441C,YMR049C,0.9
YLR441C,YMR128W,0.9
YLR441C,YBR191W,0.98
YLR441C,YNL069C,0.9
YLR441C,YHL033C,0.98
YLR441C,YJL189W,0.98
YLR441C,YOL120C,0.98
YLR441C,YPL090C,0.98
YLR441C,YLR222C,0.9812
YLR441C,YDR083W,0.7496799999999999
YLR441C,YDR418W,0.98
YLR441C,YIL052C,0.9
YLR441C,YMR188C,0.54
YLR441C,YBL092W,0.98
YLR441C,YKR060W,0.98
YLR441C,YLR367W,0.9
YLR441C,YER165W,0.9
YLR441C,YPL012W,0.9
YLR441C,YGL120C,0.9
YLR441C,YCR057C,0.985
YLR441C,YOR234C,0.9
YLR441C,YHL001W,0.98
YLR441C,YOR293W,0.98
YLR441C,YMR309C,0.98
YLR441C,YLR129W,0.98
YLR441C,YNL067W,0.9
YLR441C,YPR043W,0.8
YLR441C,YKL180W,0.98
YLR441C,YMR014W,0.9
YLR441C,YER025W,0.9
YLR441C,YNL308C,0.9
YLR441C,YDR339C,0.8
YLR441C,YGL103W,0.98
YLR441C,YOL010W,0.98
YLR441C,YGL147C,0.98
YLR441C,YLR029C,0.98
YLR441C,YJL010C,0.906
YLR441C,YIL069C,0.98
YLR441C,YDL060W,0.9806
YLR441C,YJL136C,0.9
YLR441C,YBR143C,0.9
YLR441C,YJR123W,0.98
YLR441C,YNL110C,0.787
YLR441C,YGL049C,0.9
YLR441C,YPL081W,0.98
YLR441C,YDR172W,0.9143
YLR441C,YER050C,0.54
YLR441C,YMR080C,0.9
YLR441C,YOR361C,0.98
YLR441C,YGL171W,0.9
YLR441C,YNL162W,0.8
YLR441C,YOR182C,0.98
YLR441C,YGR118W,0.9831
YLR441C,YLR003C,0.9
YLR441C,YLR197W,0.98
YLR441C,YLR325C,0.98
YLR441C,YOR096W,0.98
YLR441C,YPL198W,0.98
YLR441C,YLR167W,0.98
YLR441C,YPR144C,0.9143
YLR441C,YDR064W,0.98
YLR441C,YDR299W,0.9109
YLR441C,YHR077C,0.9
YLR441C,YDR449C,0.965
YLR441C,YOR078W,0.9
YLR441C,YKR094C,0.98
YLR441C,YER007C-A,0.54
YLR441C,YOR310C,0.98
YLR441C,YBL087C,0.9804
YLR441C,YOR063W,0.98
YLR441C,YEL034W,0.8
YLR441C,YDR471W,0.9
YLR441C,YDR385W,0.8
YLR441C,YHR169W,0.9
YLR441C,YFL002C,0.9118
YLR441C,YCR031C,0.98
YLR441C,YGL076C,0.98
YLR441C,YNL178W,0.98
YLR441C,YCR077C,0.9057000000000001
YLR441C,YGR214W,0.98
YLR441C,YOL127W,0.98
YLR441C,YOR369C,0.98
YLR441C,YPL126W,0.9
YLR441C,YLR185W,0.98
YLR441C,YMR125W,0.9
YLR441C,YOL121C,0.98
YLR441C,YJR002W,0.98
YLR441C,YDR060W,0.72
YLR441C,YNL075W,0.98
YLR441C,YMR260C,0.98
YLR441C,YPL178W,0.9
YLR441C,YNL244C,0.8
YLR441C,YKR057W,0.98
YLR441C,YDL081C,0.8
YLR441C,YNL001W,0.813
YLR441C,YGR145W,0.9
YLR441C,YBR031W,0.98
YLR441C,YOR167C,0.98
YLR441C,YIL148W,0.8
YLR441C,YLR406C,0.9
YLR441C,YMR242C,0.98
YLR441C,YJR094W-A,0.98
YLR441C,YDR382W,0.9
YLR441C,YKR084C,0.821
YLR441C,YDL014W,0.98
YLR441C,YPL237W,0.9
YLR441C,YLR287C-A,0.98
YLR441C,YNL301C,0.8
YLR441C,YBL072C,0.98
YLR441C,YMR146C,0.9
YLR441C,YDL061C,0.9
YLR441C,YHR010W,0.98
YLR441C,YEL026W,0.8
YLR441C,YDR025W,0.98
YLR441C,YAL035W,0.98
YLR441C,YBL027W,0.8
YLR441C,YNL224C,0.9
YLR441C,YLR061W,0.98
YLR441C,YLR264W,0.98
YLR441C,YDL136W,0.98
YLR441C,YBR084C-A,0.98
YLR441C,YDL133C-A,0.8
YLR441C,YHR148W,0.98
YLR441C,YDR324C,0.9075
YLR441C,YPL143W,0.98
YLR441C,YGL189C,0.98
YLR441C,YER082C,0.9102
YLR441C,YDL148C,0.9282
YLR441C,YML026C,0.9833
YLR441C,YBR189W,0.9
YLR441C,YBL004W,0.9
YLR441C,YER117W,0.8
YLR441C,YML073C,0.8
YLR441C,YOR272W,0.9
YLR441C,YBR079C,0.98
YLR441C,YPR137W,0.98
YLR441C,YHL015W,0.98
YLR441C,YOR312C,0.8
YLR441C,YMR194W,0.9821
YLR441C,YCL059C,0.9859
YLR441C,YHR203C,0.98
YLR441C,YMR142C,0.9
YLR441C,YMR158W,0.54
YLR441C,YNL302C,0.98
YLR441C,YGR103W,0.9
YLR441C,YLR409C,0.98
YLR441C,YLR344W,0.98
YLR441C,YPR112C,0.9
YLR441C,YDL191W,0.8
YLR441C,YLR448W,0.9
YLR441C,YLL011W,0.9
YLR441C,YGR081C,0.9
YLR441C,YOL039W,0.9
YLR441C,YOR145C,0.98
YLR441C,YIL133C,0.9849
YLR441C,YNL007C,0.9
YLR441C,YER056C-A,0.98
YLR441C,YNL132W,0.9
YLR441C,YPL220W,0.8
YLR442C,YER030W,0.56
YLR442C,YDL013W,0.581
YLR442C,YML032C,0.56
YLR442C,YBR010W,0.912
YLR442C,YJL076W,0.9292
YLR442C,YHR154W,0.536
YLR442C,YJR035W,0.581
YLR442C,YNL186W,0.536
YLR442C,YOR187W,0.56
YLR442C,YNL216W,0.912
YLR442C,YDR227W,0.9662000000000001
YLR442C,YDR440W,0.56
YLR442C,YNL031C,0.913
YLR442C,YDL042C,0.9581
YLR442C,YMR127C,0.585
YLR442C,YDR190C,0.654
YLR442C,YDR310C,0.536
YLR442C,YER159C,0.9
YLR442C,YMR091C,0.647
YLR442C,YPL127C,0.651
YLR442C,YDR397C,0.9
YLR442C,YLR278C,0.662
YLR442C,YBL003C,0.903
YLR442C,YGR252W,0.536
YLR442C,YIL021W,0.56
YLR442C,YBL088C,0.581
YLR442C,YFR028C,0.9198
YLR442C,YDR143C,0.536
YLR442C,YNL330C,0.585
YLR442C,YBL002W,0.853
YLR442C,YNL030W,0.912
YLR442C,YDR225W,0.581
