protein1,protein2,combined_score
Y110A2AM.1,C56G7.2,0.9
Y110A2AM.1,H06I04.4a.2,0.9
Y110A2AM.1,Y54E10A.11,0.9
Y110A2AM.1,Y37E11AR.2,0.9
Y110A2AM.1,Y105C5B.13,0.9
Y110A2AM.1,C28G1.10,0.9
Y110A2AM.1,ZK287.5.1,0.9
Y110A2AM.1,T01E8.4,0.9
Y110A2AM.1,Y65B4BR.4a,0.9
Y110A2AM.1,R09B3.4,0.9
Y110A2AM.1,F36F2.3a,0.9
Y110A2AM.3,F53G12.5b,0.9
Y110A2AM.3,F55B12.3a,0.9
Y110A2AM.3,ZK1251.9,0.9
Y110A2AM.3,C17H11.6d,0.9
Y110A2AM.3,Y39A1C.2,0.9
Y110A2AM.3,F28F5.3c,0.9
Y110A2AM.3,D2045.8,0.9
Y110A2AM.3,R09B3.4,0.9
Y110A2AM.3,Y71G12B.15.2,0.9
Y110A2AM.3,Y41C4A.10,0.9
Y110A2AM.3,F56D2.2,0.9
Y110A2AM.3,F25H2.8,0.9
Y110A2AM.3,F58A4.10,0.9
Y110A2AM.3,Y55F3AM.6a,0.9
Y110A2AM.3,ZK520.4a,0.9
Y110A2AM.3,C52D10.9,0.9
Y110A2AM.3,C52D10.7,0.9
Y110A2AM.3,K08E3.7.2,0.9
Y110A2AM.3,Y108G3AL.1.2,0.9
Y110A2AM.3,Y47D7A.8,0.9
Y110A2AM.3,Y92H12A.2,0.9
Y110A2AM.3,M02A10.3a,0.9
Y110A2AM.3,Y54E10A.11,0.9
Y110A2AM.3,ZK287.5.1,0.9
Y110A2AM.3,T01E8.4,0.9
Y110A2AM.3,F56D2.5,0.9
Y110A2AM.3,C47D12.7a,0.9
Y110A2AM.3,F46A9.5.3,0.9
Y110A2AM.3,Y87G2A.9,0.9
Y110A2AM.3,R10A10.2,0.9
Y110A2AM.3,F11H8.1.2,0.9
Y110A2AM.3,W03H1.2,0.9
Y110A2AM.3,C06G3.9.1,0.9
Y110A2AM.3,C42D4.6,0.9
Y110A2AM.3,Y47D7A.1,0.9
Y110A2AM.3,T12E12.1,0.9
Y110A2AM.3,K08E7.7,0.9
Y110A2AM.3,B0403.2,0.9
Y110A2AM.3,F47H4.10,0.9
Y110A2AM.3,C12C8.3a.1,0.9
Y110A2AM.3,Y37E11AR.2,0.9
Y110A2AM.3,Y110A2AR.2,0.9
Y110A2AM.3,F52C6.12.1,0.9
Y110A2AM.3,C06E2.3,0.9
Y110A2AM.3,F44G3.6.2,0.9
Y110A2AM.3,Y67D8C.5h,0.9
Y110A2AM.3,Y54G2A.31,0.9
Y110A2AM.3,DY3.6,0.9
Y110A2AM.3,Y54E10BR.3,0.9
Y110A2AM.3,R12H7.3,0.9
Y110A2AM.3,Y82E9BR.15,0.9
Y110A2AM.3,C32E8.11,0.9
Y110A2AM.3,Y49F6B.9a,0.9
Y110A2AM.3,Y65B4BR.4a,0.9
Y110A2AM.3,C06E2.7,0.9
Y110A2AM.3,R01H2.6,0.9
Y110A2AM.3,Y110A2AM.1,0.9
Y110A2AM.3,F54D10.1,0.9
Y110A2AM.3,C06A8.4,0.9
Y110A2AM.3,Y37H2C.2,0.9
Y110A2AM.3,Y71F9AL.10.2,0.9
Y110A2AM.3,K11D2.1,0.9
Y110A2AM.3,Y60A3A.18,0.9
Y110A2AM.3,C02F5.7b.2,0.9
Y110A2AM.3,C11H1.3,0.9
Y110A2AM.3,Y48G8AL.1,0.9
Y110A2AM.3,C34D10.2b.1,0.9
Y110A2AM.3,ZK856.1,0.9
Y110A2AM.3,B0432.13.2,0.9
Y110A2AM.3,K04A8.6,0.9
Y110A2AM.3,C28G1.10,0.9
Y110A2AM.3,T03F1.1.2,0.9
Y110A2AM.3,Y94H6A.6,0.9
Y110A2AM.3,D2045.6,0.9
Y110A2AM.3,T09B4.10.1,0.9
Y110A2AM.3,F38H4.7.1,0.9
Y110A2AM.3,Y105C5B.13,0.9
Y110A2AM.3,W02A11.3,0.9
Y110A2AM.3,M60.7,0.9
Y110A2AM.3,ZK1010.1,0.9
Y110A2AM.3,F25B5.4a.2,0.9
Y110A2AM.3,C35B1.1,0.9
Y110A2AM.3,C44E4.1a,0.9
Y110A2AM.3,F56B3.12,0.9
Y110A2AM.3,C56G7.2,0.9
Y110A2AM.3,C52D10.8,0.9
Y110A2AM.3,R12H7.5,0.9
Y110A2AM.3,BE0003N10.3,0.9
Y110A2AM.3,C47E12.5a.1,0.9
Y110A2AM.3,F36F2.3a,0.9
Y110A2AM.3,Y54E5B.4,0.9
Y110A2AM.3,Y53G8AR.5,0.9
Y110A2AM.3,F48E8.7a,0.9
Y110A2AM.3,F40G9.3,0.9
Y110A2AM.3,K10B2.1,0.9
Y110A2AM.3,F46A9.4,0.9
Y110A2AM.3,K08H2.1,0.9
Y110A2AM.3,H06I04.4a.2,0.9
Y110A2AM.3,R12E2.1,0.9
Y110A2AM.3,F54F7.10,0.9
Y110A2AM.3,H10E21.5,0.9
Y110A2AM.3,M7.5,0.9
Y110A2AM.3,F39B2.2.1,0.9
Y110A2AM.3,C52D10.6.1,0.9
Y110A2AM.3,C39F7.2a,0.9
Y110A2AM.3,D1022.1a,0.9
Y110A2AR.2,F53G12.5b,0.9
Y110A2AR.2,F55B12.3a,0.9
Y110A2AR.2,ZK1251.9,0.9
Y110A2AR.2,C17H11.6d,0.9
Y110A2AR.2,Y39A1C.2,0.9
Y110A2AR.2,F28F5.3c,0.9
Y110A2AR.2,D2045.8,0.9
Y110A2AR.2,R09B3.4,0.9
Y110A2AR.2,Y71G12B.15.2,0.9
Y110A2AR.2,Y41C4A.10,0.9
Y110A2AR.2,F56D2.2,0.9
Y110A2AR.2,F25H2.8,0.9
Y110A2AR.2,F58A4.10,0.9
Y110A2AR.2,Y55F3AM.6a,0.9
Y110A2AR.2,Y110A2AM.3,0.9
Y110A2AR.2,ZK520.4a,0.9
Y110A2AR.2,C52D10.9,0.9
Y110A2AR.2,C52D10.7,0.9
Y110A2AR.2,K08E3.7.2,0.9
Y110A2AR.2,Y108G3AL.1.2,0.9
Y110A2AR.2,Y47D7A.8,0.9
Y110A2AR.2,Y92H12A.2,0.9
Y110A2AR.2,M02A10.3a,0.9
Y110A2AR.2,Y54E10A.11,0.9
Y110A2AR.2,ZK287.5.1,0.9
Y110A2AR.2,T01E8.4,0.9
Y110A2AR.2,F56D2.5,0.9
Y110A2AR.2,C47D12.7a,0.9
Y110A2AR.2,Y45F10D.13a,0.735
Y110A2AR.2,F46A9.5.3,0.9
Y110A2AR.2,Y87G2A.9,0.9
Y110A2AR.2,R10A10.2,0.9
Y110A2AR.2,F11H8.1.2,0.9
Y110A2AR.2,W03H1.2,0.9
Y110A2AR.2,C06G3.9.1,0.9
Y110A2AR.2,C42D4.6,0.9
Y110A2AR.2,Y47D7A.1,0.9
Y110A2AR.2,T12E12.1,0.9
Y110A2AR.2,K08E7.7,0.9
Y110A2AR.2,B0403.2,0.9
Y110A2AR.2,F47H4.10,0.9
Y110A2AR.2,C12C8.3a.1,0.9
Y110A2AR.2,Y37E11AR.2,0.9
Y110A2AR.2,F52C6.12.1,0.9
Y110A2AR.2,C06E2.3,0.9
Y110A2AR.2,F44G3.6.2,0.9
Y110A2AR.2,Y67D8C.5h,0.9
Y110A2AR.2,Y54G2A.31,0.9
Y110A2AR.2,DY3.6,0.9
Y110A2AR.2,Y54E10BR.3,0.9
Y110A2AR.2,R12H7.3,0.9
Y110A2AR.2,Y82E9BR.15,0.9
Y110A2AR.2,C32E8.11,0.9
Y110A2AR.2,Y49F6B.9a,0.9
Y110A2AR.2,Y65B4BR.4a,0.9
Y110A2AR.2,C06E2.7,0.9
Y110A2AR.2,R01H2.6,0.9
Y110A2AR.2,Y110A2AM.1,0.9
Y110A2AR.2,F54D10.1,0.9
Y110A2AR.2,C06A8.4,0.9
Y110A2AR.2,Y37H2C.2,0.9
Y110A2AR.2,Y71F9AL.10.2,0.9
Y110A2AR.2,K11D2.1,0.9
Y110A2AR.2,Y60A3A.18,0.9
Y110A2AR.2,C02F5.7b.2,0.9
Y110A2AR.2,C11H1.3,0.9
Y110A2AR.2,Y48G8AL.1,0.9
Y110A2AR.2,C34D10.2b.1,0.9
Y110A2AR.2,ZK856.1,0.9
Y110A2AR.2,B0432.13.2,0.9
Y110A2AR.2,K04A8.6,0.9
Y110A2AR.2,C28G1.10,0.9
Y110A2AR.2,T03F1.1.2,0.9
Y110A2AR.2,Y94H6A.6,0.9
Y110A2AR.2,D2045.6,0.9
Y110A2AR.2,T09B4.10.1,0.9
Y110A2AR.2,F38H4.7.1,0.9
Y110A2AR.2,Y105C5B.13,0.9
Y110A2AR.2,W02A11.3,0.9
Y110A2AR.2,M60.7,0.9
Y110A2AR.2,ZK1010.1,0.9
Y110A2AR.2,F25B5.4a.2,0.9
Y110A2AR.2,C44E4.1a,0.9
Y110A2AR.2,C35B1.1,0.9
Y110A2AR.2,F56B3.12,0.9
Y110A2AR.2,C56G7.2,0.9
Y110A2AR.2,C52D10.8,0.9
Y110A2AR.2,R12H7.5,0.9
Y110A2AR.2,BE0003N10.3,0.9
Y110A2AR.2,C47E12.5a.1,0.9
Y110A2AR.2,F36F2.3a,0.9
Y110A2AR.2,Y54E5B.4,0.9
Y110A2AR.2,Y53G8AR.5,0.9
Y110A2AR.2,F48E8.7a,0.9
Y110A2AR.2,F40G9.3,0.9
Y110A2AR.2,K10B2.1,0.9
Y110A2AR.2,F46A9.4,0.9
Y110A2AR.2,K08H2.1,0.9
Y110A2AR.2,H06I04.4a.2,0.9
Y110A2AR.2,R12E2.1,0.9
Y110A2AR.2,F54F7.10,0.9
Y110A2AR.2,H10E21.5,0.9
Y110A2AR.2,M7.5,0.9
Y110A2AR.2,F39B2.2.1,0.9
Y110A2AR.2,C52D10.6.1,0.9
Y110A2AR.2,C39F7.2a,0.9
Y110A2AR.2,D1022.1a,0.9
Y110A2AR.3a,Y71F9AL.16,0.9
Y110A2AR.3a,C07G1.5.1,0.9
Y110A2AR.3a,Y75B7AL.3,0.9
Y110A2AR.3a,Y44E3A.4,0.9
Y110A2AR.3a,F07A5.3,0.9
Y110A2AR.3a,Y45F10A.6a,0.9
Y110A2AR.3a,F11C1.3,0.9
Y110A2AR.3a,T20G5.1,0.9
Y110A2AR.3a,C02C6.1b,0.9
Y110A2AR.3a,F31E8.2b,0.9
Y110A2AR.3a,Y79H2A.6,0.9
Y110A2AR.3a,W02D9.2b,0.9
Y110A2AR.3a,ZK370.3a.1,0.9
Y110A2AR.3a,T10H9.4,0.9
Y110A2AR.3a,Y40H4A.1b,0.9
Y110A2AR.3a,K11D2.3a.2,0.9
Y110A2AR.3a,F14B4.1,0.9
Y110A2AR.3a,Y76A2B.6,0.9
Y110A2AR.3a,M02A10.3a,0.9
Y110A2AR.3a,F55A12.7,0.9
Y110A2AR.3a,T04D1.3d,0.9
Y110A2AR.3a,R11A5.1a,0.9
Y110A2AR.3a,F26H9.6,0.9
Y110A2AR.3a,F08A8.6,0.9
Y110A2AR.3a,C32E8.10c,0.9
Y110A2AR.3a,K08E3.3b,0.9
Y110A2AR.3a,F01D4.4.1,0.9
Y110A2AR.3a,C27H6.1a,0.9
Y110A2AR.3a,Y59A8B.22a.2,0.9
Y110A2AR.3a,M110.5b.2,0.9
Y110A2AR.3a,F53H8.2,0.9
Y110A2AR.3a,C49A9.7,0.9
Y110A2AR.3a,C46H11.3,0.9
Y110A2AR.3a,F15C11.2a,0.9
Y110A2AR.3a,C05D9.1.1,0.9
Y110A2AR.3a,F02E8.3,0.9
Y110A2AR.3a,JC8.10b,0.9
Y110A2AR.3a,ZC416.8a,0.9
Y110A2AR.3a,F20B6.3,0.9
Y110A2AR.3a,F26D10.3.1,0.9
Y110A2AR.3a,Y18D10A.22,0.9
Y110A2AR.3a,C38C10.1,0.9
Y110A2AR.3a,F23H12.1.1,0.9
Y110A2AR.3a,C34G6.7a,0.9
Y110A2AR.3a,F13E6.1,0.9
Y110A2AR.3a,C35D10.16,0.9
Y110A2AR.3a,Y49E10.20,0.9
Y110A2AR.3a,F29D11.1,0.9
Y110A2AR.3a,F29G9.3,0.9
Y110A2AR.3a,Y37A1B.2b,0.9
Y110A2AR.3a,Y37D8A.1,0.9
Y110A2AR.3a,T04C10.2b,0.9
Y110A2AR.3a,T11F8.3.1,0.9
Y110A2AR.3a,R160.1a,0.9
Y110A2AR.3a,F56D12.6a,0.9
Y110A2AR.3a,B0336.2.1,0.9
Y110A2AR.3a,F45E1.7b,0.9
Y110A2AR.3a,ZK1010.1,0.9
Y110A2AR.3a,F25B5.4a.2,0.9
Y110A2AR.3a,Y6D11A.2,0.9
Y110A2AR.3a,Y105E8A.9,0.9
Y110A2AR.3a,Y71H2B.10a,0.9
Y110A2AR.3a,C16C2.3a,0.9
Y110A2AR.3a,F49E7.1a,0.9
Y110A2AR.3a,ZK1248.3a,0.9
Y110A2AR.3a,C14F5.5,0.9
Y110A2AR.3a,F09E10.8a,0.9
Y110A2AR.3a,F35G12.3a,0.9
Y110A2AR.3a,Y116A8C.36a.1,0.9
Y110A2AR.3a,R12A1.2,0.9
Y110A2AR.3a,Y39B6A.38,0.9
Y110A2AR.3a,C03F11.3,0.9
Y110A2AR.3a,H06I04.4a.2,0.9
Y110A2AR.3a,R07B1.3,0.9
Y110A2AR.3a,F58G6.1.1,0.9
Y110A2AR.3a,ZK1067.1c,0.9
Y110A2AR.3a,M01B12.3,0.9
Y110A2AR.3a,K07C5.1,0.9
Y110A2AR.3a,T20B5.1.1,0.9
Y110A7A.10,C12D8.10b,0.8
Y110A7A.10,W09C5.7a,0.9
Y110A7A.10,ZC8.6,0.9
Y110A7A.10,F30A10.6,0.9
Y110A7A.10,F53A2.8b.2,0.9
Y110A7A.10,T07A9.6,0.9
Y110A7A.10,K08F11.5,0.9
Y110A7A.10,Y46G5A.5,0.9
Y110A7A.10,F55A12.3,0.9
Y110A7A.10,C54D1.3,0.8
Y110A7A.10,Y71H2AM.2,0.9
Y110A7A.10,Y110A7A.5,0.9
Y110A7A.10,K03D3.10,0.9
Y110A7A.10,B0334.8,0.9
Y110A7A.10,JC8.10b,0.9
Y110A7A.10,R05G6.8,0.9
Y110A7A.10,C16C2.3a,0.9
Y110A7A.10,C14F5.5,0.9
Y110A7A.10,R07G3.1,0.9
Y110A7A.10,C09G12.8b,0.9
Y110A7A.10,F54D12.6a,0.9
Y110A7A.10,F22E12.2,0.9
Y110A7A.10,VF11C1L.1,0.9
Y110A7A.10,K04G2.6,0.54
Y110A7A.10,Y51H4A.3,0.9
Y110A7A.10,F31B12.1a,0.9
Y110A7A.10,T24A11.1a,0.9
Y110A7A.10,F59G1.5.2,0.9
Y110A7A.10,F39B1.1,0.8
Y110A7A.10,B0348.4b,0.9
Y110A7A.10,F35H12.4,0.9
Y110A7A.10,C05D11.4,0.9
Y110A7A.10,Y32F6B.3,0.9
Y110A7A.10,Y48G9A.8,0.9
Y110A7A.10,B0025.1a,0.8
Y110A7A.10,Y75B8A.24,0.9
Y110A7A.10,C56A3.8a,0.9
Y110A7A.10,ZK792.6,0.8
Y110A7A.10,F58A3.2c,0.9
Y110A7A.10,T01E8.3,0.9
Y110A7A.10,F28H6.1a,0.8
Y110A7A.10,T25B9.10b,0.9
Y110A7A.11,C54H2.5.1,0.9
Y110A7A.11,F09B9.3,0.9
Y110A7A.11,F55A4.1,0.9
Y110A7A.11,H15N14.2a,0.9
Y110A7A.11,F20G4.1,0.9
Y110A7A.11,F38E11.5,0.9
Y110A7A.11,Y60A3A.9,0.9
Y110A7A.11,C13B9.3,0.9
Y110A7A.11,F40G9.1,0.8
Y110A7A.11,F45G2.4.2,0.9
Y110A7A.11,F47G9.1,0.9
Y110A7A.11,F20D12.4.1,0.9
Y110A7A.11,E03H4.8,0.9
Y110A7A.11,T14G10.5c,0.9
Y110A7A.11,C39F7.4,0.9
Y110A7A.11,Y59A8B.8,0.9
Y110A7A.11,W02D7.7,0.9
Y110A7A.11,Y59A8B.25,0.9
Y110A7A.11,Y25C1A.5,0.9
Y110A7A.11,T08D2.1,0.9
Y110A7A.11,T10H9.3,0.9
Y110A7A.11,F59E10.3,0.9
Y110A7A.11,C28H8.4.1,0.9
Y110A7A.11,F57B10.5,0.9
Y110A7A.11,D1014.3.2,0.9
Y110A7A.12,F20B6.2,0.8
Y110A7A.12,F35G12.10.1,0.54
Y110A7A.12,K07A12.3,0.54
Y110A7A.12,F02E8.1.3,0.54
Y110A7A.12,C13C4.4,0.65
Y110A7A.12,F49C12.13,0.9
Y110A7A.12,ZK970.4.2,0.9
Y110A7A.12,T05H4.12.2,0.54
Y110A7A.12,F35H10.4.1,0.54
Y110A7A.12,T14G11.3,0.54
Y110A7A.12,C06H2.6a,0.6
Y110A7A.12,MTCE.12,0.54
Y110A7A.12,ZK637.8a,0.9
Y110A7A.12,T14F9.1.1,0.9
Y110A7A.12,Y55H10A.1,0.54
Y110A7A.12,R05D3.6,0.54
Y110A7A.12,C34E10.6.1,0.54
Y110A7A.12,Y49A3A.2.3,0.9
Y110A7A.12,ZC262.5,0.54
Y110A7A.12,F52E1.10,0.9
Y110A7A.12,W06F12.1a,0.684
Y110A7A.12,F58F12.1,0.54
Y110A7A.12,F46F11.5,0.9
Y110A7A.12,H28O16.1a,0.54
Y110A7A.12,W06H3.1,0.54
Y110A7A.12,Y82E9BR.3.2,0.54
Y110A7A.12,C17H12.14,0.9
Y110A7A.12,C53B7.4,0.54
Y110A7A.12,R148.2,0.6
Y110A7A.12,F55H2.2.2,0.9
Y110A7A.12,C26H9A.1b,0.54
Y110A7A.12,VW02B12L.1.1,0.54
Y110A7A.12,C06H2.1,0.54
Y110A7A.12,Y38F2AL.4,0.54
Y110A7A.12,C30F8.2.1,0.9
Y110A7A.12,T21E12.4,0.684
Y110A7A.12,R04F11.2.4,0.54
Y110A7A.12,R10E11.2,0.54
Y110A7A.12,Y38F2AL.3a,0.9
Y110A7A.12,R10E11.8.2,0.9
Y110A7A.12,C47E12.4b,0.65
Y110A7A.12,Y97E10AR.7.2,0.6
Y110A7A.12,Y69A2AR.18b,0.54
Y110A7A.12,T01H3.1.1,0.9
Y110A7A.12,F32D1.2.2,0.54
Y110A7A.14.1,C56G2.7,0.9
Y110A7A.14.1,Y41C4A.10,0.9
Y110A7A.14.1,ZK1307.6,0.9
Y110A7A.14.1,F59B2.5a,0.9
Y110A7A.14.1,C42D4.6,0.9
Y110A7A.14.1,F25H2.9.1,0.9
Y110A7A.14.1,Y39A1A.12,0.9
Y110A7A.14.1,F54D10.1,0.9
Y110A7A.14.1,ZK945.2.1,0.9
Y110A7A.14.1,F56F11.4b,0.9
Y110A7A.14.1,T07A9.6,0.9
Y110A7A.14.1,C36B1.4.1,0.9
Y110A7A.14.1,K10B2.1,0.9
Y110A7A.14.1,K08H2.1,0.9
Y110A7A.14.1,F54F7.10,0.9
Y110A7A.14.1,T16H12.5a,0.9
Y110A7A.14.1,ZK520.4a,0.9
Y110A7A.14.1,C52D10.9,0.9
Y110A7A.14.1,Y108G3AL.1.2,0.9
Y110A7A.14.1,ZK287.5.1,0.9
Y110A7A.14.1,T08G5.5b,0.731
Y110A7A.14.1,Y47D7A.1,0.9
Y110A7A.14.1,K08E7.7,0.9
Y110A7A.14.1,C13B4.2,0.9
Y110A7A.14.1,Y18D10A.5,0.9
Y110A7A.14.1,Y47D3A.6a,0.9
Y110A7A.14.1,F16B4.8,0.9
Y110A7A.14.1,K06A5.7.1,0.9
Y110A7A.14.1,C23G10.4b.2,0.9
Y110A7A.14.1,Y82E9BR.15,0.9
Y110A7A.14.1,T28B8.3a,0.9
Y110A7A.14.1,C10G11.8,0.9
Y110A7A.14.1,C06A8.4,0.9
Y110A7A.14.1,T01D3.2,0.9
Y110A7A.14.1,F20B6.3,0.9
Y110A7A.14.1,F39H11.5,0.9
Y110A7A.14.1,C02F5.9,0.9
Y110A7A.14.1,Y105C5B.13,0.9
Y110A7A.14.1,F56H1.4,0.9
Y110A7A.14.1,ZK1010.1,0.9
Y110A7A.14.1,F25B5.4a.2,0.9
Y110A7A.14.1,C08B11.7,0.9
Y110A7A.14.1,C56G7.2,0.9
Y110A7A.14.1,C52D10.8,0.9
Y110A7A.14.1,W08G11.4,0.9
Y110A7A.14.1,F10G7.8.1,0.9
Y110A7A.14.1,B0205.3.1,0.9
Y110A7A.14.1,T28B8.4,0.9
Y110A7A.14.1,H06I04.4a.2,0.9
Y110A7A.14.1,C34F11.9b,0.9
Y110A7A.14.1,D1054.2.2,0.9
Y110A7A.14.1,T05C12.6a,0.9
Y110A7A.14.1,R05H5.2,0.9
Y110A7A.14.1,K08D12.1,0.9
Y110A7A.14.1,C52D10.7,0.9
Y110A7A.14.1,F42G4.3e.2,0.9
Y110A7A.14.1,K07D4.3,0.9
Y110A7A.14.1,F46A9.5.3,0.9
Y110A7A.14.1,K05C4.1,0.9
Y110A7A.14.1,F23F12.6,0.9
Y110A7A.14.1,F47H4.10,0.9
Y110A7A.14.1,F44G3.6.2,0.9
Y110A7A.14.1,ZK381.5a,0.9
Y110A7A.14.1,F40G9.17,0.9
Y110A7A.14.1,Y49E10.1,0.9
Y110A7A.14.1,D2045.6,0.9
Y110A7A.14.1,F23F1.8a,0.9
Y110A7A.14.1,F56B3.12,0.9
Y110A7A.14.1,R12H7.5,0.9
Y110A7A.14.1,C14C10.5a,0.9
Y110A7A.14.1,C44B7.1,0.9
Y110A7A.14.1,ZK637.11,0.9
Y110A7A.14.1,C52D10.6.1,0.9
Y110A7A.14.1,CD4.6,0.9
Y110A7A.14.1,K07C11.2.2,0.9
Y110A7A.14.1,C13G3.3c,0.9
Y110A7A.14.1,C03C10.1.1,0.9
Y110A7A.14.1,ZK20.5.2,0.9
Y110A7A.14.1,C27A2.6,0.9
Y110A7A.14.1,F57B9.10a,0.9
Y110A7A.14.1,Y47D7A.8,0.9
Y110A7A.14.1,T22D1.9.1,0.9
Y110A7A.14.1,T06D8.8.1,0.9
Y110A7A.14.1,F38H4.9.2,0.9
Y110A7A.14.1,C47B2.4,0.9
Y110A7A.14.1,W03H1.2,0.9
Y110A7A.14.1,K04G2.8b,0.9
Y110A7A.14.1,F48E8.5.2,0.9
Y110A7A.14.1,F22E12.4a.2,0.9
Y110A7A.14.1,ZK177.6,0.9
Y110A7A.14.1,Y38A8.2,0.9
Y110A7A.14.1,R12H7.3,0.9
Y110A7A.14.1,R12E2.3,0.9
Y110A7A.14.1,Y37H2C.2,0.9
Y110A7A.14.1,T20F5.2,0.9
Y110A7A.14.1,Y60A3A.18,0.9
Y110A7A.14.1,C15H11.7,0.9
Y110A7A.14.1,C30C11.2,0.9
Y110A7A.14.1,C52E4.4.1,0.9
Y110A7A.14.1,F38A6.3b,0.9
Y110A7A.14.1,F46A9.4,0.9
Y110A7A.14.1,Y66D12A.9,0.9
Y110A7A.16,Y111B2A.17,0.54
Y110A7A.16,C26B2.6,0.54
Y110A7A.16,T21E12.4,0.684
Y110A7A.16,W06F12.1a,0.684
Y110A7A.1b,F29D11.2,0.54
Y110A7A.1b,Y71F9B.7,0.9
Y110A7A.1b,M106.1,0.9525
Y110A7A.1b,F55C5.4,0.9525
Y110A7A.1b,C32F10.2,0.9049
Y110A7A.1b,C29E4.2,0.525
Y110A7A.1b,R08C7.3.2,0.9
Y110A7A.1b,C14B9.4b,0.9
Y110A7A.1b,F55G1.8.1,0.9
Y110A7A.1b,C50F4.5,0.9
Y110A7A.1b,F45F2.2,0.9
Y110A7A.1b,F35G12.8,0.9525
Y110A7A.1b,R13G10.1,0.9
Y110A7A.2,F35C8.2,0.9
Y110A7A.2,Y50C1A.1,0.9
Y110A7A.2,F25B4.2,0.9
Y110A7A.2,K09B11.1a,0.9
Y110A7A.2,K08A8.1a,0.9
Y110A7A.2,H34C03.2,0.9
Y110A7A.2,F40F12.5a,0.9
Y110A7A.2,F42G10.2,0.9
Y110A7A.2,VZC374L.1,0.9
Y110A7A.2,C25D7.8,0.9
Y110A7A.2,ZK1010.1,0.9
Y110A7A.2,F25B5.4a.2,0.9
Y110A7A.2,H06I04.4a.2,0.9
Y110A7A.2,F39B2.2.1,0.9
Y110A7A.2,F45G2.6,0.9
Y110A7A.2,ZC449.3b,0.9
Y110A7A.2,F35C8.1,0.9
Y110A7A.2,Y54G2A.31,0.9
Y110A7A.2,F35C8.3,0.9
Y110A7A.2,R03G5.2.2,0.9
Y110A7A.20,D1009.5,0.9
Y110A7A.20,T28F3.6,0.9
Y110A7A.20,C27A7.4,0.9461
Y110A7A.20,F08F8.3a,0.9
Y110A7A.20,C27H5.7a,0.9
Y110A7A.20,F18C12.1,0.9
Y110A7A.20,Y111B2A.4a,0.9
Y110A7A.20,F23B2.4,0.9
Y110A7A.20,T27B1.1,0.9
Y110A7A.20,ZK328.7a,0.9
Y110A7A.20,F20C5.2b,0.9
Y110A7A.20,R31.3,0.9
Y110A7A.20,Y50D7A.6,0.9
Y110A7A.20,M02B7.3b,0.9
Y110A7A.20,F54C1.5a,0.9
Y110A7A.20,C04C3.5b,0.9
Y110A7A.20,F59C6.7a,0.9
Y110A7A.20,C54G7.4,0.9
Y110A7A.20,Y41G9A.1,0.9
Y110A7A.20,C27F2.1,0.9
Y110A7A.20,F32A6.2,0.9
Y110A7A.20,F02D8.3,0.9
Y110A7A.20,T24H10.6.1,0.9
Y110A7A.20,C18H9.8,0.9
Y110A7A.20,F38G1.1.2,0.9
Y110A7A.20,C02H7.1,0.9
Y110A7A.20,ZK520.3a,0.9
Y110A7A.20,F46F6.4a,0.9
Y110A7A.20,T26A5.9.2,0.9
Y110A7A.3,R06A4.10c,0.9
Y110A7A.3,Y54E5A.1,0.9
Y110A7A.3,R05F9.12,0.9
Y110A7A.3,H09G03.2b,0.9
Y110A7A.3,C05C12.3,0.9
Y110A7A.3,F07A5.3,0.9
Y110A7A.3,ZK973.5,0.9
Y110A7A.3,F09E8.7a,0.9
Y110A7A.3,DY3.7,0.9
Y110A7A.3,ZC504.2,0.9
Y110A7A.3,Y22F5A.3b,0.9
Y110A7A.3,Y42H9AR.2,0.9
Y110A7A.3,K03E6.5b,0.9
Y110A7A.3,C04A11.4,0.9
Y110A7A.3,C35C5.5,0.9
Y110A7A.3,H17B01.1b,0.9
Y110A7A.3,Y69A2AR.4,0.9
Y110A7A.3,K11D2.3a.2,0.9
Y110A7A.3,C31H5.3b,0.9
Y110A7A.3,F25G6.4,0.9
Y110A7A.3,F08C6.4a,0.9
Y110A7A.3,Y76A2B.6,0.9
Y110A7A.3,T09A5.3,0.9
Y110A7A.3,F27B3.2,0.9
Y110A7A.3,Y73F8A.30b,0.9
Y110A7A.3,F52D10.5,0.9
Y110A7A.3,C25D7.7,0.9
Y110A7A.3,W03G11.2,0.9
Y110A7A.3,F55H2.2.2,0.9
Y110A7A.3,F40F9.2,0.9
Y110A7A.3,T08B1.3,0.9
Y110A7A.3,T05C12.2,0.9
Y110A7A.3,T13G4.3,0.9
Y110A7A.3,ZK1058.2,0.9
Y110A7A.3,R09B5.11,0.9
Y110A7A.3,F33D4.4.1,0.9
Y110A7A.3,H19N07.4a.1,0.9
Y110A7A.3,F56A8.1b,0.9
Y110A7A.3,Y49E10.20,0.9
Y110A7A.3,F11C7.1,0.9
Y110A7A.3,K11G12.4a,0.9
Y110A7A.3,Y71H9A.3.1,0.9
Y110A7A.3,F21A3.7a,0.9
Y110A7A.3,F20C5.4,0.9
Y110A7A.3,F25G6.3a,0.9
Y110A7A.3,B0416.1,0.9
Y110A7A.3,F53H8.3,0.9
Y110A7A.3,M01D7.2,0.9
Y110A7A.3,C07G1.1,0.9
Y110A7A.3,C03F11.3,0.9
Y110A7A.3,F18G5.4,0.9
Y110A7A.3,K09A9.2.1,0.9
